SampleName	100001101-Pre	100001106-Pre	100001107-Pre	100001109-Pre	100001115-Pre	100005101-Pre	100001104-Pre	100001105-Pre	100001110-Pre	100001113-Pre	100001114-Pre	100001116-Pre	100004103-Pre	100005103-Pre	100004102-Pre	100006101-Pre	100001103-Pre	100001111-Pre	100001101-Post	100001106-Post	100001107-Post	100001109-Post	100001115-Post	100005101-Post	100001104-Post	100001105-Post	100001110-Post	100001113-Post	100001114-Post	100001116-Post	100004103-Post	100005103-Post	100004102-Post	100006101-Post	100001103-Post	100001111-Post	100001112-Post	100001102-Post
Patient	100001101	100001106	100001107	100001109	100001115	100005101	100001104	100001105	100001110	100001113	100001114	100001116	100004103	100005103	100004102	100006101	100001103	100001111	100001101	100001106	100001107	100001109	100001115	100005101	100001104	100001105	100001110	100001113	100001114	100001116	100004103	100005103	100004102	100006101	100001103	100001111	100001112	100001102
Timepoint	Pre	Pre	Pre	Pre	Pre	Pre	Pre	Pre	Pre	Pre	Pre	Pre	Pre	Pre	Pre	Pre	Pre	Pre	Post	Post	Post	Post	Post	Post	Post	Post	Post	Post	Post	Post	Post	Post	Post	Post	Post	Post	Post	Post
Response	PD	PD	PD	PD	PD	PD	SD	SD	SD	SD	SD	SD	SD	SD	PR	PR	PR	PR	PD	PD	PD	PD	PD	PD	SD	SD	SD	SD	SD	SD	SD	SD	PR	PR	PR	PR	PR	PD
CCL3	3.89	182.03	18.05	51.65	16.9	20.58	12.8	523.14	63.83	25.33	13.47	42.78	7.56	10.87	42.47	42.71	59.72	41.44	6.99	245.8	28.4	22.2	9.24	28.05	18.5	49.85	214.24	35.48	60.89	254.83	18.88	30.83	88.49	26.32	81.02	101.1	43.42	115.19
CCL4	6.37	55.4	32.76	53.08	38.03	31.81	10.97	78.75	108.32	53.1	57.26	78.99	10.58	15.7	56.12	28.2	81.96	63.06	4.9	93.47	29.29	29.6	16.8	22.04	34.53	101.66	255.81	39.65	64.48	245.57	18.88	34.26	93.41	19.74	67.52	91.62	86.85	82.64
CCL5	1.41	356.14	102.96	40.17	63.39	58.93	47.55	151.88	155.12	179.28	117.89	97.09	40.82	105.07	171.39	75.75	146.36	234.21	13.29	370.43	118.94	79.42	130.22	54.09	427.89	58.65	504.16	50.08	72.04	379.93	151.01	161.01	426.06	208.35	229.56	451.79	296.74	1244.54
CCL8	1	55.4	14.04	21.52	8.45	5.61	12.8	22.5	44.87	8.77	6.74	32.91	7.56	19.32	7.58	4.03	21.08	17.42	1.4	41.54	18.64	11.84	8.4	6.01	12.33	12.71	69.28	22.95	7.56	88.03	23.6	15.42	65.55	16.45	70.22	15.8	26.54	60.1
CCNA1	3.89	23.74	4.01	10.04	14.79	172.12	4.57	16.88	5.8	1	23.58	6.58	4.54	2.42	9.1	3.22	12.88	3	4.9	10.39	7.1	5.92	6.72	134.23	6.17	2.93	5.33	6.26	7.96	32.43	14.16	3.43	8.19	6.58	5.4	22.12	9.65	12.52
CCNB1	165.51	47.49	54.15	137.73	141.56	284.38	31.09	28.13	92.84	171.97	37.05	53.48	40.82	19.32	110.72	113.62	71.42	183.17	223.78	31.16	58.58	93.23	57.97	326.56	83.85	65.49	65.02	48	199.4	41.7	33.03	32.55	101.6	55.93	94.53	281.18	21.71	67.61
CCND1	238.37	261.17	668.57	1525.06	1043.76	862.48	511.14	1901.29	1076.96	348.81	117.89	1808.45	917.78	399.76	682.51	2207.96	4271.44	515.27	265.73	273.49	1343.81	1348.19	701.52	729.24	488.31	3194.33	591.56	258.76	392.04	88.03	179.33	354.57	368.7	489.08	658.98	420.2	533.16	518.35
CCND2	12.73	87.06	157.78	100.43	122.55	30.87	133.5	33.75	33.66	143.23	161.67	73.23	18.9	195.65	147.12	96.7	99.53	48.04	2.1	93.47	127.81	156.38	228.52	10.02	152.91	44.96	100.19	133.56	36.62	83.4	37.75	310.04	286.77	191.9	213.36	148.49	221.95	112.68
CCND3	68.96	47.49	117.67	88.95	63.39	88.87	73.15	219.38	76.98	84.77	87.57	66.64	99.79	88.16	63.7	132.16	65.57	83.48	76.22	96.93	115.39	53.77	57.13	106.18	113.45	39.1	71.41	83.47	129.35	83.4	70.79	83.93	73.74	74.57	83.72	82.14	77.2	102.67
CCNE1	46.68	15.83	24.07	31.56	21.13	49.58	14.63	33.75	32.49	37.02	10.1	44.43	28.73	9.66	21.23	21.76	14.05	20.42	73.43	48.47	12.43	20.72	31.93	40.07	36.99	20.53	35.17	35.48	21.89	32.43	4.72	20.55	26.22	17.55	18.91	41.07	16.89	20.03
CCNO	15.21	7.91	15.38	24.39	10.56	16.84	11.89	11.25	3.48	12.18	6.74	11.52	4.54	2.42	13.65	16.12	12.88	5.4	14.69	6.92	30.18	6.91	8.4	28.05	8.63	3.91	3.2	14.61	11.54	9.27	4.72	5.14	4.92	6.58	5.4	15.8	4.82	2.5
CCR2	3.89	23.74	22.06	60.26	29.58	4.68	28.35	39.38	10.06	58.46	30.31	6.58	7.56	50.72	25.78	24.17	58.55	24.62	4.2	51.93	27.52	42.42	21.84	12.02	40.69	20.53	42.64	43.82	22.69	37.07	4.72	56.53	40.97	49.35	24.31	28.43	19.3	45.07
CCR4	1	15.83	4.01	14.35	10.56	2.81	6.4	22.5	2.32	4.87	10.1	3.29	2.27	6.04	10.62	7.25	9.37	8.41	3.5	10.39	4.44	11.35	3.36	2	11.1	3.91	6.4	8.35	4.78	18.53	28.32	10.28	4.92	5.48	21.61	1.58	7.24	5.01
CCR5	2.48	23.74	7.35	25.82	23.24	7.48	10.97	5.63	12.77	36.54	20.21	10.7	7.56	24.15	16.68	10.48	26.93	24.02	4.9	31.16	21.3	22.2	15.96	14.02	36.99	8.8	66.08	25.04	11.14	37.07	33.03	32.55	58.99	21.93	43.21	25.28	24.12	102.67
CD14	18.39	1749.04	605.73	109.04	88.74	144.99	119.78	3161.32	94.39	516.4	555.76	208.98	22.68	338.16	265.42	94.28	291.55	96.09	20.28	2433.74	442.02	131.71	96.62	238.41	240.46	416.4	477.51	431.97	54.13	1987.69	226.52	423.09	481.77	152.43	248.47	270.13	164.05	1262.07
CD15	6.37	47.49	18.72	27.26	23.24	32.74	7.31	56.25	10.44	15.1	40.42	20.57	11.34	19.32	16.68	9.67	37.47	9.01	8.39	38.08	23.08	15.79	10.08	20.03	17.26	14.66	18.12	14.61	5.57	46.33	14.16	23.98	27.86	18.64	24.31	25.28	36.19	20.03
CD163	8.49	728.11	131.04	107.6	38.03	32.74	46.63	118.13	46.42	301.56	195.36	121.77	12.1	193.24	134.99	48.35	132.31	44.44	12.59	598.91	79	70.54	42.01	68.12	189.9	207.22	219.57	200.33	25.47	472.6	165.17	193.56	362.15	71.28	164.75	195.88	381.17	693.64
CD19	3.18	23.74	18.72	14.35	23.24	5.61	8.23	50.63	3.87	8.28	37.05	9.05	8.32	24.15	21.23	5.64	16.39	9.01	3.5	31.16	7.99	6.91	7.56	2	24.66	6.84	12.79	14.61	8.76	18.53	18.88	5.14	8.19	25.22	18.91	11.06	14.47	25.04
CD1C	3.18	87.06	18.05	81.78	73.95	2.81	42.98	16.88	1.55	31.18	26.95	21.39	11.34	79.71	28.82	22.56	29.27	6.01	6.29	31.16	13.31	102.11	54.61	8.01	13.56	9.77	6.4	98.08	21.09	37.07	33.03	29.12	13.11	40.57	21.61	26.85	21.71	25.04
CD2	3.18	31.66	12.03	25.82	6.34	6.55	10.06	11.25	15.09	27.28	23.58	21.39	3.78	10.87	4.55	8.06	18.73	16.21	3.5	58.85	13.31	20.72	10.08	6.01	18.5	3.91	56.49	6.26	10.35	55.6	18.88	17.13	40.97	18.64	37.81	23.7	43.42	45.07
CD200	7.43	55.4	96.94	47.34	116.21	8.42	56.69	33.75	155.51	101.33	53.89	37.02	8.32	22.95	37.92	93.48	38.64	177.16	13.29	27.7	77.22	48.34	43.69	12.02	45.63	13.68	118.31	50.08	17.11	64.87	28.32	37.68	45.88	58.12	24.31	50.55	21.71	35.06
CD209	3.89	102.88	86.25	73.17	21.13	17.77	21.94	208.13	10.44	38.97	80.84	19.75	6.05	66.42	63.7	12.89	37.47	7.81	1	62.31	24.85	48.34	30.25	14.02	43.16	52.78	43.7	146.08	21.89	46.33	56.63	150.74	49.16	26.32	43.21	33.17	14.47	75.12
CD244	1	39.57	5.35	4.3	6.34	2.81	5.49	5.63	5.03	12.67	16.84	8.23	1	4.83	10.62	1.61	15.22	5.4	2.1	34.62	10.65	7.89	12.6	8.01	24.66	5.86	10.66	6.26	9.15	37.07	9.44	6.85	19.66	10.97	10.8	12.64	24.12	27.55
CD247	1	47.49	27.41	33	16.9	12.16	15.54	16.88	15.86	31.67	30.31	11.52	6.05	32.61	22.75	12.89	33.96	35.43	2.1	51.93	19.53	25.16	23.52	14.02	72.75	11.73	54.36	27.13	18.31	41.7	14.16	37.68	68.82	30.7	37.81	41.07	31.36	80.13
CD27	2.12	87.06	22.73	44.47	35.92	7.48	32	151.88	23.98	48.23	26.95	29.62	12.1	30.19	27.3	17.73	28.1	43.24	5.59	31.16	23.96	27.13	27.72	16.03	86.32	37.14	100.19	29.22	18.31	143.63	51.91	37.68	62.27	17.55	56.72	48.97	38.6	117.69
CD274	1	63.31	11.37	18.65	19.02	16.84	12.8	56.25	37.91	16.56	16.84	18.92	6.8	9.66	33.37	20.15	26.93	39.64	2.1	45.01	18.64	26.14	10.08	12.02	36.99	12.71	105.52	18.78	11.54	74.13	66.07	13.7	65.55	10.97	13.5	37.91	24.12	42.57
CD276	319.35	182.03	788.25	416.05	390.88	536.01	122.53	45	594.96	475.48	596.17	644.23	395.38	518.11	536.91	463.35	264.62	329.1	343.36	391.2	979.9	396.12	236.92	512.87	194.83	332.34	443.41	465.36	273.83	273.36	113.26	323.74	217.95	423.28	375.4	271.71	265.37	368.1
CD28	2.48	15.83	17.38	21.52	12.68	3.74	12.8	33.75	7.35	24.85	40.42	6.58	3.78	27.78	19.72	8.86	23.42	13.21	1.4	24.23	9.76	18.75	11.76	8.01	20.96	10.75	23.45	16.69	10.75	13.9	4.72	13.7	18.03	16.45	5.4	11.06	14.47	40.07
CD300A	2.48	166.2	60.17	45.91	31.69	25.26	20.12	185.63	8.9	85.74	30.31	25.51	2.27	39.85	34.88	24.17	26.93	19.22	6.29	166.17	78.11	37.49	26.04	30.05	73.99	57.67	33.04	45.91	28.26	115.83	37.75	42.82	58.99	38.38	21.61	56.87	38.6	130.21
CD36	70.38	174.11	1229.5	186.51	405.67	23.39	1174.06	90	22.82	246.02	2165.76	154.68	157.25	269.32	847.83	186.15	69.08	38.44	25.87	474.28	135.8	135.66	250.36	26.04	799.05	526.85	57.56	638.56	36.62	60.23	1859.36	702.29	1129.05	967.19	626.57	265.39	229.19	525.86
CD38	2.12	7.91	12.03	17.22	21.13	6.55	10.97	67.5	19.73	40.44	20.21	32.09	3.02	7.25	19.72	8.86	33.96	41.44	2.1	51.93	25.74	11.35	6.72	14.02	32.06	36.17	107.65	14.61	19.5	50.97	80.23	11.99	52.44	8.77	45.91	41.07	36.19	50.08
CD3D	1	126.63	30.75	54.52	50.71	23.39	43.89	236.26	29.79	75.02	30.31	45.25	19.66	54.35	60.67	22.56	50.35	51.65	3.5	90.01	41.72	62.65	38.65	16.03	66.59	39.1	131.1	50.08	28.26	134.37	117.98	51.39	145.84	40.57	62.12	69.51	84.44	155.25
CD3E	1.41	126.63	43.46	67.43	42.26	16.84	39.32	56.25	33.27	62.84	30.31	31.27	19.66	55.56	47.02	24.98	67.91	64.26	3.5	86.55	32.84	49.82	53.77	26.04	77.69	33.23	151.35	37.56	23.08	55.6	37.75	58.24	124.54	58.12	86.42	107.42	41.01	142.73
CD3G	2.48	71.23	19.39	34.43	21.13	6.55	21.94	33.75	15.47	30.2	30.31	20.57	11.34	24.15	25.78	8.86	36.3	27.02	5.59	58.85	8.88	19.73	22.68	6.01	29.59	13.68	50.1	20.87	10.35	46.33	18.88	20.55	24.58	23.03	48.61	44.23	21.71	45.07
CD4	15.56	443.19	115.66	78.91	69.72	36.48	72.24	658.14	56.09	226.53	127.99	89.68	19.66	114.73	83.42	33.04	93.67	63.66	10.49	664.69	176.63	125.3	57.97	36.06	140.57	130.98	234.49	169.03	31.04	667.2	127.42	80.51	178.62	81.15	108.03	71.09	62.72	445.73
CD40	41.73	134.54	78.89	84.65	46.48	12.16	74.98	67.5	46.42	89.15	114.52	51.83	17.39	68.84	45.5	32.23	62.06	76.27	34.27	114.24	61.24	99.15	81.49	16.03	101.11	41.05	215.31	118.95	34.63	125.1	84.95	58.24	131.09	78.95	72.92	97.94	86.85	85.14
CD40LG	3.18	47.49	12.7	35.87	14.79	4.68	15.54	22.5	4.26	12.18	37.05	18.1	15.88	21.74	24.27	5.64	24.59	6.01	4.2	27.7	15.09	23.68	19.32	14.02	23.43	6.84	15.99	25.04	7.96	78.77	28.32	15.42	21.3	18.64	21.61	15.8	19.3	30.05
CD44	5511.05	2223.89	4314.29	3075.94	4800.46	3144.03	3498.4	6311.4	1793.78	3129.1	2078.19	2466.67	6704.9	4502.4	9896.4	4892.97	4682.43	5160.51	7978.99	3655.8	4894.17	3344.09	3736.97	4585.8	4123.52	1483.78	3194.44	7393.54	2822.26	2492.72	3487.48	5926.67	5053.7	5265.8	6732.96	5663.18	2142.29	4780.34
CD45R0	9.55	395.71	139.73	87.51	109.87	64.55	91.44	568.14	111.02	284.51	111.15	109.43	14.36	135.27	71.28	78.17	190.86	148.94	8.39	574.68	159.77	155.39	103.34	62.11	218.26	158.35	444.47	137.73	45.37	569.9	94.38	157.59	298.24	127.2	162.04	127.95	86.85	438.22
CD45RA	1	15.83	10.7	12.91	21.13	1	7.31	11.25	3.09	8.77	26.95	5.76	5.29	22.95	16.68	4.03	19.91	10.21	5.59	31.16	3.55	14.31	23.52	2	57.96	5.86	10.66	14.61	2.39	32.43	18.88	18.84	19.66	15.35	35.11	12.64	28.95	30.05
CD45RB	3.18	174.11	42.12	21.52	27.47	14.97	21.03	112.5	20.12	47.26	64	23.04	11.34	42.27	33.37	24.98	43.32	31.83	6.99	225.03	29.29	35.02	44.53	14.02	71.52	41.05	81.01	39.65	9.15	185.33	51.91	41.11	127.82	29.61	29.71	67.93	67.55	192.82
CD47	193.8	197.85	368.38	305.59	302.14	280.63	248.71	146.25	389.55	629.42	215.57	456.64	294.84	464.97	542.97	284.46	272.82	402.97	186.71	495.06	375.45	407.96	326.82	326.56	382.26	223.84	380.52	651.08	417.51	217.77	254.84	532.72	516.19	482.5	467.23	440.73	258.14	425.7
CD48	3.18	182.03	42.12	44.47	59.16	17.77	28.35	230.63	32.49	89.64	50.52	26.33	19.66	54.35	51.57	29.82	56.2	41.44	6.29	218.1	36.39	55.25	67.21	18.03	96.18	73.31	167.34	39.65	19.1	217.77	75.51	39.4	117.99	58.12	81.02	77.4	55.49	185.3
CD5	1.06	63.31	19.39	31.56	23.24	9.35	23.77	28.13	13.54	29.23	40.42	15.63	9.83	15.7	19.72	12.09	25.76	25.82	4.2	58.85	22.19	33.05	27.72	16.03	29.59	10.75	45.83	10.43	6.37	64.87	42.47	22.27	29.5	13.16	21.61	17.38	21.71	57.59
CD6	13.79	47.49	13.37	35.87	19.02	11.23	18.29	33.75	8.9	14.13	23.58	11.52	15.88	18.12	15.17	12.89	35.13	23.42	15.38	55.39	21.3	21.21	17.64	16.03	23.43	7.82	49.03	27.13	13.13	69.5	33.03	22.27	26.22	21.93	37.81	30.01	38.6	45.07
CD68	73.56	1068.42	226.65	149.21	80.29	91.67	26.52	3690.08	269.63	281.58	215.57	317.59	67.28	109.9	175.94	98.31	141.68	121.31	43.36	1973.3	300.01	161.31	36.97	120.2	139.34	335.27	662.98	237.9	62.09	1663.36	250.12	126.76	211.39	148.04	108.03	224.32	74.79	1597.62
CD69	4.6	87.06	31.42	31.56	33.81	13.1	49.38	61.88	13.93	24.85	60.63	12.34	14.36	50.72	28.82	23.37	98.36	63.66	5.59	51.93	15.98	40.45	32.77	22.04	51.79	7.82	42.64	60.52	12.74	74.13	33.03	66.8	55.72	29.61	70.22	75.83	72.37	102.67
CD7	2.12	23.74	19.39	15.78	12.68	17.77	9.14	168.75	22.05	24.85	16.84	10.7	8.32	18.12	21.23	16.12	23.42	30.63	2.1	34.62	7.1	15.29	21	18.03	50.56	9.77	82.07	20.87	8.36	74.13	4.72	25.69	127.82	23.03	18.91	39.49	21.71	102.67
CD70	22.99	47.49	19.39	70.3	12.68	248.83	12.8	33.75	8.12	10.23	13.47	11.52	3.78	10.87	69.77	6.45	26.93	8.41	31.47	24.23	8.88	13.32	7.56	316.54	9.86	2.93	15.99	37.56	33.43	23.17	37.75	8.56	9.83	12.06	21.61	12.64	12.06	7.51
CD74	510.33	26654.99	7439.86	4281.06	4576.49	4657.59	5110.44	34712.67	4557.36	5995.12	5079.27	4497.27	1003.96	8875.58	6151.69	3926.78	8652.96	10171.48	464.33	42062.43	5478.21	6111.02	5800.38	4908.35	13239.89	4620.44	17801.25	8850.13	4062.44	32382.17	8183.07	9398.74	12935.78	7454.59	9879.34	6889.02	4865.99	26563.55
CD79A	1.06	15.83	16.71	8.61	12.68	9.35	14.63	140.63	9.67	43.36	10.1	11.52	3.02	53.14	9.1	6.45	65.57	78.07	2.8	20.77	6.21	6.41	13.44	12.02	36.99	19.55	26.65	6.26	4.78	23.17	9.44	13.7	9.83	32.9	18.91	14.22	31.36	27.55
CD79B	1	39.57	24.74	35.87	14.79	7.48	9.14	73.13	4.26	14.13	16.84	8.23	4.54	12.08	16.68	4.83	42.15	16.21	1.4	24.23	7.1	12.33	15.12	2	45.63	8.8	14.92	29.22	19.1	23.17	18.88	17.13	31.14	39.48	32.41	33.17	14.47	32.55
CD80	2.83	39.57	16.05	27.26	31.69	8.42	9.14	73.13	13.93	10.72	16.84	10.7	9.83	13.28	24.27	25.79	17.56	19.82	5.59	41.54	14.2	33.05	7.56	12.02	17.26	8.8	42.64	25.04	31.04	101.93	33.03	13.7	39.33	10.97	24.31	22.12	14.47	42.57
CD84	7.43	601.48	162.46	86.08	105.64	43.97	49.38	1687.54	70.4	263.56	127.99	110.25	12.85	138.89	134.99	69.3	133.48	70.26	12.59	792.78	233.44	102.11	69.73	42.07	156.6	245.34	293.12	146.08	48.95	871.06	141.58	109.63	185.17	75.66	143.14	131.11	250.9	631.03
CD86	2.48	134.54	20.73	22.95	21.13	8.42	17.37	78.75	14.7	39.95	37.05	31.27	9.07	6.04	9.1	8.86	19.91	9.01	6.99	155.79	23.08	15.29	21.84	18.03	19.73	26.39	44.77	35.48	14.33	111.2	61.35	20.55	27.86	16.45	32.41	31.59	28.95	82.64
CD8A	1.06	126.63	42.79	44.47	35.92	36.48	21.03	331.88	63.44	78.92	26.95	46.9	18.9	55.56	77.35	32.23	67.91	108.7	6.99	114.24	45.27	29.6	43.69	42.07	118.38	23.46	192.92	52.17	41.39	278	75.51	85.65	136.01	97.6	132.34	165.87	159.22	280.46
CD8B	1.06	55.4	12.7	30.13	31.69	13.1	10.06	61.88	10.06	19	33.68	14.81	9.83	22.95	34.88	9.67	24.59	11.41	4.2	20.77	14.2	14.8	24.36	14.02	25.9	5.86	30.91	37.56	13.13	115.83	56.63	34.26	9.83	23.03	32.41	36.33	43.42	52.59
CD96	3.89	87.06	42.12	44.47	25.35	9.35	36.57	56.25	26.31	34.1	47.16	23.04	13.61	32.61	25.78	23.37	49.18	28.83	5.59	58.85	23.08	38.48	45.37	16.03	77.69	16.62	75.68	29.22	13.13	55.6	51.91	41.11	80.3	51.54	94.53	53.71	74.79	115.19
CDC20	173.29	94.97	50.14	177.9	116.21	285.31	70.41	45	143.13	127.64	40.42	92.15	36.29	35.02	98.58	91.06	59.72	152.54	260.84	34.62	56.81	97.18	84.01	300.51	122.08	64.51	107.65	54.26	55.72	55.6	75.51	49.67	104.88	62.51	97.23	350.69	43.42	90.15
CDC25C	15.21	79.14	12.7	43.04	29.58	15.9	9.14	28.13	11.61	21.92	47.16	16.46	11.34	8.45	28.82	14.5	30.44	13.21	13.29	24.23	10.65	13.81	12.6	32.05	8.63	33.23	15.99	14.61	34.63	32.43	47.19	11.99	32.77	13.16	29.71	34.75	12.06	20.03
CDH1	647.55	174.11	131.04	718.77	479.62	43.97	779.96	343.13	992.24	163.69	30.31	209.81	407.48	408.21	620.33	1142.66	93.67	616.16	882.51	180.02	312.43	1018.17	635.99	80.14	517.91	252.18	741.85	287.98	11.94	60.23	66.07	1065.43	1030.73	713.88	1055.99	745.61	566.93	340.56
CDH11	21.57	166.2	385.77	149.21	84.52	81.38	101.5	45	35.59	307.89	373.87	108.61	31.75	815.21	215.37	58.83	484.75	67.86	13.99	349.65	334.62	160.82	140.3	98.17	181.27	159.33	86.34	258.76	34.23	481.86	99.1	657.76	298.24	347.62	372.7	112.16	289.5	147.74
CDH13	12.73	23.74	24.74	43.04	46.48	11.23	40.23	33.75	2.32	12.18	26.95	23.86	5.29	83.33	80.38	36.26	30.44	9.61	16.08	38.08	11.54	33.05	46.21	16.03	54.26	4.89	7.46	35.48	11.94	13.9	103.82	99.35	68.82	91.02	167.45	80.56	72.37	82.64
CDH2	3.18	15.83	2.01	1.43	35.92	30.87	5.49	16.88	1.93	19.97	16.84	2.47	164.05	2.42	7.58	58.02	9.37	3.6	9.79	17.31	4.44	3.45	5.88	44.08	3.7	3.91	1.07	2.09	1.19	23.17	23.6	6.85	3.28	1.1	8.1	6.32	12.06	2.5
CDH5	11.67	79.14	202.58	71.73	21.13	13.1	68.58	45	12.38	61.87	269.46	66.64	17.39	153.38	87.97	40.29	52.69	21.02	14.69	128.09	39.05	59.2	47.89	26.04	106.05	25.41	21.32	194.07	17.51	50.97	108.54	106.2	109.79	148.04	124.23	72.67	67.55	102.67
CDK2	572.93	39.57	129.7	295.54	357.08	94.48	42.98	90	1207.33	37.02	60.63	570.18	320.54	54.35	144.09	414.19	1415.62	845.57	638.46	27.7	133.14	321.14	54.61	86.15	51.79	763.39	1058.42	58.43	948.45	23.17	84.95	58.24	57.35	41.67	94.53	75.83	50.66	40.07
CDK6	116.71	55.4	119.67	97.56	57.05	166.51	52.12	39.38	125.34	154.92	47.16	45.25	164.05	61.59	65.22	90.25	49.18	60.66	210.49	76.16	148.23	82.87	50.41	154.26	41.93	21.5	88.47	52.17	130.94	60.23	33.03	56.53	90.13	59.22	45.91	75.83	60.31	42.57
CDKN1A	80.28	158.28	261.41	185.07	202.84	382.6	494.68	382.51	39.07	180.74	94.31	370.25	423.36	223.43	313.95	456.9	158.07	90.08	61.54	270.03	497.05	246.65	298.25	464.79	272.52	77.22	111.92	194.07	92.74	120.47	70.79	428.23	462.11	269.76	386.21	338.05	231.6	325.53
CDKN1C	32.18	47.49	95.61	57.39	38.03	10.29	100.58	45	85.1	28.74	215.57	50.19	43.09	129.23	77.35	33.04	159.24	28.23	17.48	72.7	25.74	74.49	53.77	16.03	46.86	80.15	56.49	118.95	37.41	27.8	217.08	71.94	27.86	83.34	62.12	34.75	38.6	40.07
CDKN2A	15.21	253.25	17.38	65.99	76.06	7.48	33.83	112.5	117.99	13.15	131.36	37.02	110.38	24.15	42.47	20.95	58.55	37.83	33.57	96.93	27.52	27.13	32.77	30.05	43.16	22.48	87.4	52.17	46.17	166.8	99.1	35.97	39.33	19.74	62.12	82.14	77.2	65.11
CDKN2B	24.76	39.57	32.09	28.69	73.95	14.97	95.09	50.63	43.33	34.59	60.63	67.47	58.21	33.82	106.17	84.61	56.2	58.85	20.98	62.31	14.2	28.61	73.93	40.07	120.84	16.62	24.52	112.69	33.43	74.13	51.91	118.19	160.59	166.68	64.82	191.14	94.09	90.15
CEACAM1	13.44	23.74	40.78	15.78	12.68	25.26	34.75	50.63	70.4	25.33	10.1	60.89	74.84	2.42	13.65	20.15	9.37	31.23	73.43	10.39	85.21	20.23	9.24	22.04	16.03	11.73	77.81	8.35	46.96	9.27	33.03	10.28	14.75	10.97	18.91	25.28	7.24	25.04
CEACAM3	1.77	39.57	4.01	28.69	2.11	6.55	6.4	11.25	2.71	1.95	16.84	3.29	3.78	1.21	12.13	2.42	12.88	4.8	1	20.77	7.1	2.47	3.36	6.01	1.23	3.91	4.26	16.69	13.53	18.53	14.16	6.85	4.92	5.48	13.5	12.64	7.24	2.5
CEACAM6	1	7.91	2.67	20.09	6.34	1.87	30.17	22.5	1	3.9	6.74	57.59	3.02	7.25	34.88	1	7.03	2.4	2.1	3.46	3.55	5.92	25.2	6.01	7.4	3.91	1.07	4.17	4.38	4.63	14.16	1.71	22.94	8.77	8.1	23.7	2.41	17.53
CEBPB	93.01	229.51	232.66	242.46	255.66	419.08	480.96	50.63	260.73	462.81	222.3	265.76	110.38	357.49	424.67	189.37	196.71	351.92	72.73	380.81	211.25	367.02	443.6	406.69	374.87	165.19	361.33	256.68	330.74	217.77	344.5	503.6	494.88	429.86	405.11	556.05	332.92	368.1
CENPF	151.01	55.4	30.09	130.56	179.59	203.93	31.09	16.88	131.91	158.33	16.84	63.35	30.24	14.49	168.35	84.61	77.28	170.56	271.33	17.31	41.72	107.54	40.33	232.4	36.99	112.41	101.26	58.43	392.04	69.5	56.63	25.69	91.77	43.86	75.62	129.53	21.71	7.51
CEP55	71.44	87.06	33.43	83.21	99.31	105.71	25.6	50.63	41.39	52.13	57.26	49.37	25.7	15.7	62.18	41.9	32.79	96.09	90.91	17.31	26.63	54.26	29.41	122.21	40.69	36.17	46.9	60.52	35.42	101.93	56.63	23.98	58.99	36.19	67.52	83.72	19.3	22.54
CES3	3.18	7.91	7.35	34.43	27.47	5.61	21.03	28.13	3.48	4.87	13.47	10.7	11.34	10.87	16.68	7.25	11.71	1.8	2.8	24.23	4.44	19.73	10.92	6.01	12.33	9.77	10.66	16.69	12.74	23.17	47.19	6.85	11.47	6.58	32.41	20.54	21.71	25.04
CHAD	5.3	31.66	262.08	8.61	10.56	10.29	23.77	5.63	2.32	9.26	3.37	20.57	3.78	13.28	33.37	16.92	14.05	3	12.59	10.39	375.45	16.77	22.68	4.01	18.5	5.86	7.46	29.22	15.92	18.53	28.32	8.56	16.39	17.55	2.7	11.06	14.47	12.52
CHIT1	1	3498.07	4.68	84.65	177.48	5.61	8.23	43352.87	147.77	3.9	13.47	25.51	3.02	15.7	81.9	168.42	12.88	51.65	1.4	2759.16	7.99	229.39	51.25	6.01	7.4	272.71	1932.44	8.35	29.45	1065.66	18.88	1.71	91.77	91.02	24.31	77.4	12.06	1244.54
CHUK	104.68	166.2	143.74	116.21	154.24	121.61	128.93	106.88	129.2	101.82	77.47	148.92	97.52	135.27	269.97	156.33	155.73	240.82	130.77	176.56	110.95	127.27	131.9	136.23	122.08	134.89	138.56	141.9	104.68	69.5	240.68	137.03	191.73	131.59	240.37	178.5	82.02	105.17
CLEC10A	2.12	47.49	88.25	65.99	50.71	7.48	38.4	67.5	8.12	35.56	74.1	11.52	5.29	79.71	18.2	20.95	44.49	9.01	2.1	79.62	30.18	131.71	35.29	6.01	67.82	59.62	45.83	79.3	4.78	55.6	4.72	29.12	14.75	31.8	29.71	18.96	28.95	80.13
CLEC14A	9.55	39.57	82.23	35.87	10.56	10.29	57.61	50.63	8.51	61.87	138.1	40.32	9.83	82.13	56.12	29.01	36.3	10.21	10.49	34.62	19.53	29.6	32.77	6.01	56.72	18.57	12.79	108.51	8.76	27.8	70.79	63.38	85.21	91.02	62.12	53.71	45.84	42.57
CLEC4E	1	63.31	13.37	21.52	16.9	8.42	10.06	101.25	23.6	12.18	6.74	9.05	5.29	10.87	22.75	7.25	21.08	15.61	3.5	55.39	20.41	13.81	9.24	2	16.03	15.64	108.72	6.26	8.76	83.4	9.44	15.42	44.24	10.97	18.91	44.23	28.95	27.55
